Source,Date,Open,High,Low,Close,Volume,Month,Day,Year,DayOfWeek,MA_5,MA_20,EMA_5,EMA_20,STD_5,STD_20,DailyReturn,Volatility,PriceChange
bdo,2024-06-06,137.9,140.7,137.1,138.0,1213000,6,6,2024,3,137.18,133.005,137.21843511077762,135.447712280011,137.18,133.005,-0.013581129378127277,0.022674697015244098,0.09999999999999432
bdo,2024-06-05,136.4,138.4,135.0,138.0,2132290,6,5,2024,2,137.57999999999998,132.965,137.4789567405184,135.69078730096234,137.57999999999998,132.965,0.0,0.020569952102867113,1.5999999999999943
bdo,2024-06-04,137.8,138.6,132.4,136.9,3259920,6,4,2024,1,137.76,132.9,137.2859711603456,135.80595041515642,137.76,132.9,-0.007971014492753614,0.02062558315664731,-0.9000000000000057
bdo,2024-06-03,130.6,138.0,130.6,138.0,2244330,6,3,2024,0,138.16,133.10500000000002,137.52398077356375,136.01490751847487,138.16,133.10500000000002,0.008035062089116085,0.01936339208947529,7.400000000000006
bdo,2024-05-31,132.0,133.3,130.0,130.0,14026380,5,31,2024,4,136.18,133.18,135.01598718237585,135.442059183382,136.18,133.18,-0.05797101449275366,0.02164557274165716,-2.0
bdo,2024-05-30,130.4,132.9,130.0,130.5,5997410,5,30,2024,3,134.68,133.205,133.5106581215839,134.97138688020277,134.68,133.205,0.0038461538461538325,0.021509059971776646,0.09999999999999432
bdo,2024-05-29,134.8,134.8,130.2,130.2,3525160,5,29,2024,2,133.12,133.305,132.40710541438926,134.51696908208822,133.12,133.305,-0.0022988505747126853,0.02125967691976181,-4.600000000000023
bdo,2024-05-28,135.0,135.7,134.5,135.2,3112640,5,28,2024,1,132.78000000000003,133.565,133.33807027625951,134.58201964569886,132.78000000000003,133.565,0.03840245775729656,0.022696111633808014,0.19999999999998863
bdo,2024-05-27,135.3,135.9,134.2,135.0,3059500,5,27,2024,0,132.18,133.965,133.89204685083968,134.62182729848945,132.18,133.965,-0.0014792899408283544,0.02193057988961973,-0.30000000000001137
bdo,2024-05-24,135.9,136.5,134.4,135.7,3795180,5,24,2024,4,133.32,134.3,134.4946979005598,134.72451041291902,133.32,134.3,0.005185185185185182,0.021741113672028904,-0.20000000000001705
bdo,2024-05-23,136.5,137.9,136.1,136.5,9973330,5,23,2024,3,134.51999999999998,134.725,135.16313193370655,134.8936046593077,134.51999999999998,134.725,0.005895357406042745,0.021607552127908866,0.0
bdo,2024-05-22,136.0,136.6,133.5,136.0,3624950,5,22,2024,2,135.68,135.16000000000003,135.44208795580437,134.99897564413553,135.68,135.16000000000003,-0.00366300366300365,0.021572097289107875,0.0
bdo,2024-05-21,142.0,142.0,137.2,138.0,2084830,5,21,2024,1,136.24,135.535,136.2947253038696,135.2847874875512,136.24,135.535,0.014705882352941124,0.021144118109807503,-4.0
bdo,2024-05-20,141.9,144.0,138.6,140.0,3852770,5,20,2024,0,137.24,135.83499999999998,137.52981686924642,135.73385534587965,137.24,135.83499999999998,0.01449275362318847,0.020585879445969218,-1.9000000000000057
bdo,2024-05-17,136.0,139.3,132.7,138.7,5260970,5,17,2024,4,137.84,136.125,137.91987791283094,136.01634531293874,137.84,136.125,-0.009285714285714342,0.020616458129581443,2.6999999999999886
bdo,2024-05-16,138.1,139.1,135.5,136.0,4791990,5,16,2024,3,137.74,136.03,137.27991860855397,136.0147886164684,137.74,136.03,-0.019466474405191003,0.019390240389360335,-2.0999999999999943
bdo,2024-05-15,140.0,140.0,138.0,138.0,1708650,5,15,2024,2,138.14000000000001,136.13,137.519945739036,136.20385636728093,138.14000000000001,136.13,0.014705882352941124,0.019410683689885605,-2.0
bdo,2024-05-14,141.8,141.8,138.7,140.1,2247830,5,14,2024,1,138.56,136.33499999999998,138.379963826024,136.57491766563513,138.56,136.33499999999998,0.01521739130434785,0.019669599018908874,-1.700000000000017
bdo,2024-05-13,138.4,142.5,138.1,141.8,1939240,5,13,2024,0,138.92000000000002,136.625,139.51997588401602,137.07254455462225,138.92000000000002,136.625,0.01213418986438275,0.019801996021202008,3.4000000000000057
bdo,2024-05-10,142.1,142.9,138.4,138.8,3667860,5,10,2024,4,138.94,136.57,139.27998392267736,137.23706412084871,138.94,136.57,-0.021156558533145242,0.019437478398754916,-3.299999999999983
bdo,2024-05-09,145.8,146.8,141.0,141.8,3360310,5,9,2024,3,140.10000000000002,136.76,140.1199892817849,137.67162944267264,140.10000000000002,136.76,0.021613832853025983,0.019754066432571545,-4.0
bdo,2024-05-08,148.3,148.7,145.7,146.2,2050910,5,8,2024,2,141.73999999999998,137.17000000000002,142.14665952118995,138.48385521003715,141.73999999999998,137.17000000000002,0.031029619181946133,0.020816140649380817,-2.1000000000000227
bdo,2024-05-07,148.3,149.3,146.3,148.3,2991830,5,7,2024,1,143.38000000000002,137.73999999999998,144.19777301412665,139.41872614241456,143.38000000000002,137.73999999999998,0.014363885088919393,0.02079011753603209,0.0
bdo,2024-05-06,148.5,149.6,147.9,148.3,2233690,5,6,2024,0,144.68,138.255,145.56518200941778,140.26456174789888,144.68,138.255,0.0,0.020790055083139594,-0.19999999999998863
bdo,2024-05-03,147.8,148.7,147.5,148.3,2221670,5,3,2024,4,146.58,139.17000000000002,146.47678800627853,141.02984158143232,146.58,139.17000000000002,0.0,0.014941070690620485,0.5
bdo,2024-05-02,146.0,146.9,144.6,146.1,1667690,5,2,2024,3,147.44,139.95,146.3511920041857,141.5127138117721,147.44,139.95,-0.014834794335805923,0.015694591253617295,0.09999999999999432
bdo,2024-04-30,148.0,151.5,148.0,148.2,2629250,4,30,2024,1,147.84,140.85,146.9674613361238,142.14959821065094,147.84,140.85,0.014373716632443578,0.015685784516974943,0.19999999999998863
bdo,2024-04-29,144.1,151.2,144.1,149.8,2924720,4,29,2024,0,148.14000000000001,141.58,147.9116408907492,142.87820790487467,148.14000000000001,141.58,0.010796221322537214,0.013848021874408192,5.700000000000017
bdo,2024-04-26,144.5,145.4,143.8,144.0,1221690,4,26,2024,4,147.28000000000003,142.03000000000003,146.6077605938328,142.98504524726758,147.28000000000003,142.03000000000003,-0.03871829105473967,0.01695317330387038,-0.5
bdo,2024-04-25,144.3,145.6,143.8,145.6,1391860,4,25,2024,3,146.73999999999998,142.525,146.27184039588855,143.23408855705162,146.73999999999998,142.525,0.011111111111111072,0.017038149394517123,1.299999999999983
bdo,2024-04-24,144.9,145.9,144.1,144.1,1669550,4,24,2024,2,146.33999999999997,142.905,145.54789359725902,143.3165563135229,146.33999999999997,142.905,-0.010302197802197766,0.017309392869847867,-0.8000000000000114
bdo,2024-04-23,147.0,149.0,143.6,143.6,2990350,4,23,2024,1,145.42000000000002,143.285,144.89859573150602,143.34355095033024,145.42000000000002,143.285,-0.003469812630117919,0.017305617020431405,-3.4000000000000057
bdo,2024-04-22,146.2,148.5,146.0,146.8,845060,4,22,2024,0,144.82,143.725,145.53239715433736,143.6727365741083,144.82,143.725,0.022284122562674202,0.017657888506161096,0.6000000000000227
bdo,2024-04-19,148.0,149.8,145.0,145.5,2296760,4,19,2024,4,145.11999999999998,144.0,145.52159810289157,143.8467616622885,145.11999999999998,144.0,-0.008855585831062718,0.01764690000337012,-2.5
bdo,2024-04-18,152.8,155.0,148.1,148.1,4340930,4,18,2024,3,145.62,144.47,146.3810654019277,144.25183198016578,145.62,144.47,0.017869415807560074,0.017770860397129485,-4.700000000000017
bdo,2024-04-17,146.9,150.0,146.9,150.0,2219130,4,17,2024,2,146.8,145.17000000000002,147.58737693461848,144.7992765534833,146.8,145.17000000000002,0.01282916948008106,0.01703232613554762,3.0999999999999943
bdo,2024-04-16,147.1,147.1,145.0,146.4,2332300,4,16,2024,1,147.35999999999999,145.59,147.191584623079,144.95172640553253,147.35999999999999,145.59,-0.02399999999999991,0.018046180673117397,-0.6999999999999886
bdo,2024-04-15,148.9,149.5,146.5,147.3,3724260,4,15,2024,0,147.46,145.95000000000002,147.22772308205268,145.17537150976753,147.46,145.95000000000002,0.006147540983606703,0.0178387959986148,-1.5999999999999943
bdo,2024-04-12,151.3,153.0,150.1,150.1,1847470,4,12,2024,4,148.38000000000002,146.365,148.18514872136848,145.64438374693253,148.38000000000002,146.365,0.01900882552613692,0.018095332763672915,-1.200000000000017
bdo,2024-04-11,150.0,151.4,149.2,151.3,2548720,4,11,2024,3,149.02,146.98999999999998,149.22343248091232,146.1830138662723,149.02,146.98999999999998,0.00799467021985345,0.017198584686014828,1.3000000000000114
bdo,2024-04-08,152.7,152.9,150.6,151.8,672140,4,8,2024,0,149.38000000000002,147.49,150.08228832060823,146.7179649266273,149.38000000000002,147.49,0.0033046926635822427,0.0167181439434654,-0.8999999999999773
bdo,2024-04-05,150.0,154.0,149.4,154.0,1792880,4,5,2024,4,150.9,147.88,151.38819221373882,147.4114920764723,150.9,147.88,0.014492753623188248,0.01566299603642391,4.0
bdo,2024-04-04,153.2,154.0,151.8,152.7,877300,4,4,2024,3,151.98,148.1,151.82546147582588,147.91515949776067,151.98,148.1,-0.008441558441558472,0.015600683140323942,-0.5
bdo,2024-04-03,153.9,154.9,152.9,152.9,2065090,4,3,2024,2,152.54,148.32999999999998,152.18364098388395,148.38990621225966,152.54,148.32999999999998,0.0013097576948266632,0.01559645226506491,-1.0
bdo,2024-04-02,159.5,160.0,154.0,154.0,3331820,4,2,2024,1,153.07999999999998,148.61499999999998,152.78909398925597,148.92420085871112,153.07999999999998,148.61499999999998,0.007194244604316502,0.01563941974495191,-5.5
bdo,2024-04-01,158.0,160.7,158.0,159.0,3697170,4,1,2024,0,154.51999999999998,149.26,154.85939599283734,149.8838007769291,154.51999999999998,149.26,0.032467532467532534,0.016511204529875156,1.0
bdo,2024-03-27,151.0,155.2,151.0,154.5,2833540,3,27,2024,2,154.61999999999998,149.575,154.73959732855823,150.32343879817395,154.61999999999998,149.575,-0.028301886792452824,0.01785331967182289,3.5
bdo,2024-03-26,151.6,153.0,149.6,151.0,4462480,3,26,2024,1,154.28,149.635,153.4930648857055,150.38787319834788,154.28,149.635,-0.02265372168284785,0.01856192734949464,-0.5999999999999943
bdo,2024-03-25,152.5,154.8,152.5,153.3,2123940,3,25,2024,0,154.36,150.1,153.4287099238037,150.66521860802902,154.36,150.1,0.015231788079470343,0.016340009960652525,0.8000000000000114
bdo,2024-03-22,154.5,155.1,153.5,154.2,3800680,3,22,2024,4,154.4,150.53,153.68580661586913,151.0018644548834,154.4,150.53,0.005870841487279677,0.016249270498832274,-0.30000000000001137
bdo,2024-03-21,154.0,155.6,154.0,154.5,3289060,3,21,2024,3,153.5,151.05,153.95720441057944,151.335020221085,153.5,151.05,0.0019455252918287869,0.015949631125892635,0.5
bdo,2024-03-20,153.4,154.8,151.8,154.0,3733010,3,20,2024,2,153.4,151.57,153.97146960705297,151.5888278190769,153.4,151.57,-0.003236245954692518,0.015944257959606602,0.5999999999999943
bdo,2024-03-19,152.9,154.0,151.3,153.5,2238910,3,19,2024,1,153.9,151.905,153.81431307136864,151.77084421726005,153.9,151.905,-0.0032467532467532756,0.015383753243929899,0.5999999999999943
bdo,2024-03-18,149.5,153.7,149.0,153.0,3260220,3,18,2024,0,153.83999999999997,152.28,153.54287538091245,151.8879066727591,153.83999999999997,152.28,-0.0032573289902280145,0.01521925027332748,3.5
